2022-06-15 19:31:13.066899	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&assay_title=TF+ChIP-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=cell+line&files.file_type=bed+narrowPeak&assembly=GRCh38&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR286PCG/	ENCSR286PCG	ChIP-seq	TF ChIP-seq	/targets/ZBED1-human/	ZBED1	ZBED1	Homo sapiens K562	K562	GEO:GSE96024,FactorBook:ENCSR286PCG	ZBED1 ChIP-seq on human K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF648RRL/,/files/ENCFF590SHC/,/files/ENCFF373FBG/,/files/ENCFF921WZB/,/files/ENCFF287QTL/,/files/ENCFF052CCG/,/files/ENCFF259MRC/,/files/ENCFF476IRG/,/files/ENCFF902DXX/,/files/ENCFF263ERN/,/files/ENCFF430QXM/,/files/ENCFF496XVO/,/files/ENCFF876HAD/,/files/ENCFF253FON/,/files/ENCFF979YNL/,/files/ENCFF410CMA/,/files/ENCFF002BFO/,/files/ENCFF002BFP/,/files/ENCFF016MFU/,/files/ENCFF986OUP/,/files/ENCFF836CBV/,/files/ENCFF387DEW/,/files/ENCFF061DUL/,/files/ENCFF061RFH/,/files/ENCFF261BXO/,/files/ENCFF035GBL/,/files/ENCFF377BCO/,/files/ENCFF669JAP/,/files/ENCFF465PNK/,/files/ENCFF128OSD/,/files/ENCFF010XWS/,/files/ENCFF891OWF/,/files/ENCFF371IMA/,/files/ENCFF938QIC/,/files/ENCFF135BUM/,/files/ENCFF086AMQ/,/files/ENCFF619KWZ/,/files/ENCFF634VKB/,/files/ENCFF500KOA/,/files/ENCFF486VYD/,/files/ENCFF488EMC/,/files/ENCFF388TYU/,/files/ENCFF554SYJ/,/files/ENCFF388YVZ/,/files/ENCFF050BIN/,/files/ENCFF740QXB/,/files/ENCFF736FYR/,/files/ENCFF764VPI/,/files/ENCFF139HDX/,/files/ENCFF911YSE/,/files/ENCFF756UJO/,/files/ENCFF835PUU/,/files/ENCFF522GGK/,/files/ENCFF147RVT/,/files/ENCFF115MIX/,/files/ENCFF279NVO/,/files/ENCFF244CNR/,/files/ENCFF886JDF/,/files/ENCFF582SAG/,/files/ENCFF676YMP/,/files/ENCFF310KGC/,/files/ENCFF137TFR/,/files/ENCFF444QIX/,/files/ENCFF392INU/		ENCBS601AAA,ENCBS316CKF	1,2	1	ENCAB000AAK	Homo sapiens	adult	53 years												/replicates/6d334434-077d-4b4a-a4f9-d9e0b52ecdcf/,/replicates/38603b39-4b12-4135-adf9-bae90b1852d6/				
/experiments/ENCSR513XQX/	ENCSR513XQX	ChIP-seq	TF ChIP-seq	/targets/SIN3A-human/	SIN3A	SIN3A	Homo sapiens A549	A549	GEO:GSE91830	SIN3A ChIP-seq on human A549	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF678GYN/,/files/ENCFF024TDO/,/files/ENCFF358BGB/,/files/ENCFF359TDO/,/files/ENCFF002EJK/,/files/ENCFF002EJN/,/files/ENCFF002EJO/,/files/ENCFF002EJU/,/files/ENCFF800VBI/,/files/ENCFF527UUN/,/files/ENCFF051GOZ/,/files/ENCFF894UDN/,/files/ENCFF440YTM/,/files/ENCFF022FNK/,/files/ENCFF506RUL/,/files/ENCFF186WUR/,/files/ENCFF277TYM/,/files/ENCFF507OTR/,/files/ENCFF323EYJ/,/files/ENCFF172VGB/,/files/ENCFF285JVV/,/files/ENCFF717AOP/,/files/ENCFF768QHB/,/files/ENCFF289GSJ/,/files/ENCFF723OAB/,/files/ENCFF250BTV/,/files/ENCFF582HJY/,/files/ENCFF446VDD/,/files/ENCFF545DEV/,/files/ENCFF278AGF/,/files/ENCFF664VEC/,/files/ENCFF815ZEH/,/files/ENCFF910IBQ/,/files/ENCFF495STA/,/files/ENCFF749VOD/,/files/ENCFF624RPG/,/files/ENCFF590UVB/,/files/ENCFF053PLI/,/files/ENCFF419XSQ/,/files/ENCFF277MZK/,/files/ENCFF417YEO/,/files/ENCFF997KRD/,/files/ENCFF935MWE/,/files/ENCFF070LJS/,/files/ENCFF679GTZ/,/files/ENCFF609LAT/,/files/ENCFF624PEK/,/files/ENCFF025IMX/,/files/ENCFF341UHI/,/files/ENCFF567BJI/,/files/ENCFF070GXJ/,/files/ENCFF044CEZ/,/files/ENCFF076UHS/,/files/ENCFF810AKA/,/files/ENCFF797CTT/,/files/ENCFF977RMW/,/files/ENCFF007HKU/,/files/ENCFF570IOF/,/files/ENCFF892QVJ/,/files/ENCFF900MBJ/,/files/ENCFF818AAA/,/files/ENCFF104MJG/,/files/ENCFF579MPX/,/files/ENCFF525CCW/,/files/ENCFF716OFF/,/files/ENCFF936FIZ/,/files/ENCFF639RSC/,/files/ENCFF230NYQ/,/files/ENCFF668XGW/,/files/ENCFF950UFB/,/files/ENCFF752ATT/,/files/ENCFF508BKS/,/files/ENCFF483TBL/,/files/ENCFF284QQR/,/files/ENCFF504GPE/,/files/ENCFF033YMP/,/files/ENCFF940QMI/,/files/ENCFF701USE/,/files/ENCFF690OUY/,/files/ENCFF581RCC/		ENCBS611JSC,ENCBS848SUF	2,3	1	ENCAB000AKR	Homo sapiens	adult	58 years												/replicates/c6f66027-fcdf-4605-a154-d743633a4dcb/,/replicates/7fca84a8-bc2b-4f3b-a43c-db9baf0081d1/				
/experiments/ENCSR000BUR/	ENCSR000BUR	ChIP-seq	TF ChIP-seq	/targets/CREB1-human/	CREB1	CREB1	Homo sapiens Ishikawa	Ishikawa	FactorBook:ENCSR000BUR,GEO:GSM1010857,UCSC-ENCODE-hg19:wgEncodeEH003287	CREB1 ChIP-seq protocol v042211.1 on human ECC-1. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000NKC/,/files/ENCFF000NKD/,/files/ENCFF000NKE/,/files/ENCFF000NKF/,/files/ENCFF000NKI/,/files/ENCFF000NKJ/,/files/ENCFF000NKP/,/files/ENCFF000NKQ/,/files/ENCFF001TUJ/,/files/ENCFF001TUK/,/files/ENCFF331IJY/,/files/ENCFF743NUI/,/files/ENCFF491KBX/,/files/ENCFF059MAF/,/files/ENCFF790LMI/,/files/ENCFF188YAM/,/files/ENCFF623IEY/,/files/ENCFF207IXI/,/files/ENCFF112JIR/,/files/ENCFF011VUP/,/files/ENCFF692XAO/,/files/ENCFF058FLK/,/files/ENCFF640TOE/,/files/ENCFF956KNT/,/files/ENCFF004TRL/,/files/ENCFF780AYT/,/files/ENCFF852CYZ/,/files/ENCFF138USU/,/files/ENCFF442QPB/,/files/ENCFF044UIP/,/files/ENCFF754WVZ/,/files/ENCFF973NLD/,/files/ENCFF608ZEG/,/files/ENCFF632LMM/,/files/ENCFF200AOJ/,/files/ENCFF327TPE/,/files/ENCFF168GPU/,/files/ENCFF708WTQ/,/files/ENCFF702DCA/,/files/ENCFF183NEC/,/files/ENCFF185BAH/,/files/ENCFF706PKI/,/files/ENCFF720NAW/,/files/ENCFF556YAO/,/files/ENCFF259FVH/,/files/ENCFF313ODK/,/files/ENCFF562YGL/,/files/ENCFF085QRM/,/files/ENCFF976WAZ/,/files/ENCFF224GRD/,/files/ENCFF094BGH/,/files/ENCFF197ISF/		ENCBS034DOC	2,1	1	ENCAB000AFN	Homo sapiens	adult	39 years												/replicates/7b106170-7291-4f41-9d7a-e9ce2fee12ef/,/replicates/7f30d183-0ec4-4baf-b130-c0ef4e76a608/				
/experiments/ENCSR000DUP/	ENCSR000DUP	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens HL-60	HL-60	FactorBook:ENCSR000DUP,UCSC-ENCODE-hg19:wgEncodeEH000397,GEO:GSM749688,SCREEN-GRCh38:HL-60	CTCF ChIP-seq on human HL-60	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001HOS/,/files/ENCFF001HOT/,/files/ENCFF001HOU/,/files/ENCFF001HOV/,/files/ENCFF001HPF/,/files/ENCFF001XRJ/,/files/ENCFF001XRK/,/files/ENCFF002DDA/,/files/ENCFF437KJT/,/files/ENCFF516QMQ/,/files/ENCFF107GPO/,/files/ENCFF999YAH/,/files/ENCFF432AMS/,/files/ENCFF629MPV/,/files/ENCFF833OFP/,/files/ENCFF244CXJ/,/files/ENCFF456GVM/,/files/ENCFF340ENP/,/files/ENCFF673ONO/,/files/ENCFF600CVY/,/files/ENCFF847EGR/,/files/ENCFF034WZN/,/files/ENCFF041ZEP/,/files/ENCFF051XIW/,/files/ENCFF397REA/,/files/ENCFF525MRS/,/files/ENCFF152JZK/,/files/ENCFF909ULI/,/files/ENCFF914EDX/,/files/ENCFF481FOQ/,/files/ENCFF998PWW/,/files/ENCFF174QTP/		ENCBS373UEY	1	1	ENCAB000AFP	Homo sapiens	adult	36 years												/replicates/bf3ff300-8adc-48f1-a071-e828ff3c6558/				
/experiments/ENCSR000DML/	ENCSR000DML	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens MCF-7	MCF-7	FactorBook:ENCSR000DML,GEO:GSM1006878,UCSC-ENCODE-hg19:wgEncodeEH003437	CTCF ChIP-seq on human MCF-7 treated with serum starved media	Vishwanath Iyer, UTA	ENCODE	released	/files/ENCFF000SAG/,/files/ENCFF000SAH/,/files/ENCFF000SAI/,/files/ENCFF000SAJ/,/files/ENCFF000SAM/,/files/ENCFF000SAO/,/files/ENCFF000SAP/,/files/ENCFF001UTR/,/files/ENCFF002DBL/,/files/ENCFF410WFV/,/files/ENCFF433QLR/,/files/ENCFF531PKD/,/files/ENCFF690JBH/,/files/ENCFF564EWR/,/files/ENCFF742YXT/,/files/ENCFF351CVI/,/files/ENCFF313OIM/,/files/ENCFF204CZS/,/files/ENCFF484ASN/,/files/ENCFF520PEP/,/files/ENCFF401VMG/,/files/ENCFF370SCP/,/files/ENCFF682XGW/,/files/ENCFF826BBU/,/files/ENCFF919VVN/,/files/ENCFF073XPG/,/files/ENCFF623SXA/,/files/ENCFF661GJY/,/files/ENCFF554QYM/,/files/ENCFF877ZYR/,/files/ENCFF915URP/,/files/ENCFF942WIC/,/files/ENCFF651TKA/,/files/ENCFF691LLS/,/files/ENCFF876HUZ/,/files/ENCFF833ROK/,/files/ENCFF721XKI/,/files/ENCFF323TPI/,/files/ENCFF138LHE/,/files/ENCFF954TUV/		ENCBS251AAA	1,2	1	ENCAB000AXY	Homo sapiens	adult	69 years												/replicates/3d793617-63d8-4746-9f64-a5ef06bb4ac5/,/replicates/042aafcf-0d11-4fe7-bbe0-17734bf7ff46/				
/experiments/ENCSR000BTF/	ENCSR000BTF	ChIP-seq	TF ChIP-seq	/targets/REST-human/	REST	REST	Homo sapiens HL-60	HL-60	GEO:GSM1010754,FactorBook:ENCSR000BTF,UCSC-ENCODE-hg19:wgEncodeEH003247	REST ChIP-seq protocol v042211.1 on human HL-60	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000PTR/,/files/ENCFF000PTS/,/files/ENCFF000PTT/,/files/ENCFF000PTW/,/files/ENCFF000PTX/,/files/ENCFF000PTY/,/files/ENCFF000PUD/,/files/ENCFF000PUO/,/files/ENCFF001UIM/,/files/ENCFF001UIN/,/files/ENCFF027UBI/,/files/ENCFF704CFG/,/files/ENCFF058RXV/,/files/ENCFF372SGD/,/files/ENCFF321HSZ/,/files/ENCFF027GJA/,/files/ENCFF296RQD/,/files/ENCFF656QRB/,/files/ENCFF251TEL/,/files/ENCFF427PNP/,/files/ENCFF603MCO/,/files/ENCFF152FPH/,/files/ENCFF376FYP/,/files/ENCFF478GJC/,/files/ENCFF975OED/,/files/ENCFF515RRQ/,/files/ENCFF624YMF/,/files/ENCFF874APL/,/files/ENCFF473PQT/,/files/ENCFF633YMF/,/files/ENCFF939MDW/,/files/ENCFF472OID/,/files/ENCFF955CMQ/,/files/ENCFF128UOK/,/files/ENCFF342DOS/,/files/ENCFF701VWM/,/files/ENCFF055CCJ/,/files/ENCFF262UHE/,/files/ENCFF739FQY/,/files/ENCFF900WML/,/files/ENCFF987PBN/,/files/ENCFF496DGW/,/files/ENCFF655MJA/,/files/ENCFF043DRH/,/files/ENCFF428IKJ/,/files/ENCFF181ICQ/,/files/ENCFF456YXP/,/files/ENCFF927AZD/,/files/ENCFF839LPE/,/files/ENCFF080YLK/,/files/ENCFF268MUN/,/files/ENCFF059TJH/,/files/ENCFF204LNL/,/files/ENCFF764HOD/,/files/ENCFF370BXB/,/files/ENCFF850BIZ/,/files/ENCFF547OSW/,/files/ENCFF643QAH/,/files/ENCFF847BDG/,/files/ENCFF333TOH/,/files/ENCFF526SUL/,/files/ENCFF589LOF/,/files/ENCFF357DNW/,/files/ENCFF896BBV/,/files/ENCFF934GQW/,/files/ENCFF563BPH/,/files/ENCFF846YEB/,/files/ENCFF864NYX/,/files/ENCFF602CBB/,/files/ENCFF059LGP/,/files/ENCFF445UNI/,/files/ENCFF634AZF/		ENCBS070ENC	1,2	1	ENCAB000AJK	Homo sapiens	adult	36 years												/replicates/913689e7-9c4f-44b0-b2a8-b8ec63882f8a/,/replicates/cd098e9c-6290-492a-afcf-44400f387ebd/				
/experiments/ENCSR000EGB/	ENCSR000EGB	ChIP-seq	TF ChIP-seq	/targets/TBL1XR1-human/	TBL1XR1	TBL1XR1	Homo sapiens K562	K562	GEO:GSM935574,UCSC-ENCODE-hg19:wgEncodeEH002848	TBL1XR1 ChIP-seq on human K562 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000ZBE/,/files/ENCFF000ZBG/,/files/ENCFF000ZBH/,/files/ENCFF000ZBJ/,/files/ENCFF000ZBL/,/files/ENCFF000ZBM/,/files/ENCFF001VPB/,/files/ENCFF002CYJ/,/files/ENCFF063UNZ/,/files/ENCFF015ZXF/,/files/ENCFF188QGH/,/files/ENCFF298NWW/,/files/ENCFF719NDH/,/files/ENCFF999RTZ/,/files/ENCFF232HND/,/files/ENCFF587GLT/,/files/ENCFF375HMX/,/files/ENCFF850MTK/,/files/ENCFF349SGO/,/files/ENCFF708HEG/,/files/ENCFF676HRI/,/files/ENCFF751EWQ/,/files/ENCFF128RDF/,/files/ENCFF791AOX/,/files/ENCFF563ATS/,/files/ENCFF205BAR/,/files/ENCFF120BCE/,/files/ENCFF626MVT/,/files/ENCFF477JYV/,/files/ENCFF823JUG/,/files/ENCFF221KYS/,/files/ENCFF957DJB/,/files/ENCFF239EOW/,/files/ENCFF543IVG/,/files/ENCFF745NRL/,/files/ENCFF852AMU/,/files/ENCFF882MIL/,/files/ENCFF914ZVR/,/files/ENCFF957BZU/,/files/ENCFF394OPM/,/files/ENCFF400AUH/,/files/ENCFF992BIU/,/files/ENCFF562MWN/,/files/ENCFF487WEO/,/files/ENCFF435DZW/,/files/ENCFF026RZR/,/files/ENCFF805ZUL/,/files/ENCFF417VTJ/,/files/ENCFF868SWL/,/files/ENCFF141QEM/,/files/ENCFF449VIV/,/files/ENCFF375BPX/,/files/ENCFF473TSK/,/files/ENCFF710VMP/,/files/ENCFF967URJ/,/files/ENCFF720GAI/,/files/ENCFF475ELS/,/files/ENCFF650YZH/,/files/ENCFF734LHG/,/files/ENCFF667MUX/,/files/ENCFF384RKN/,/files/ENCFF718ZGD/,/files/ENCFF371FLR/,/files/ENCFF722COT/,/files/ENCFF965ETC/,/files/ENCFF422CNL/,/files/ENCFF984JAR/,/files/ENCFF772DPR/,/files/ENCFF450QIF/,/files/ENCFF899VEC/,/files/ENCFF747BGK/	/experiment-series/ENCSR061DXM/	ENCBS039ENC	1,2	1	ENCAB000ALQ	Homo sapiens	adult	53 years												/replicates/16d731ed-e4a3-4c6e-92a1-051351e57eac/,/replicates/75aac392-a5a8-4fdf-b516-567d9818c87c/				
/experiments/ENCSR000DLZ/	ENCSR000DLZ	ChIP-seq	TF ChIP-seq	/targets/MYC-human/	MYC	MYC	Homo sapiens K562	K562	GEO:GSM822310,UCSC-ENCODE-hg19:wgEncodeEH000536,FactorBook:ENCSR000DLZ	MYC ChIP-seq on human K562	Vishwanath Iyer, UTA	ENCODE	released	/files/ENCFF000RVQ/,/files/ENCFF000RVS/,/files/ENCFF000RVT/,/files/ENCFF000RVU/,/files/ENCFF000RVV/,/files/ENCFF000RVX/,/files/ENCFF000RVY/,/files/ENCFF000RWD/,/files/ENCFF000RWE/,/files/ENCFF000RWG/,/files/ENCFF001UTC/,/files/ENCFF002DBC/,/files/ENCFF579JJJ/,/files/ENCFF185FQG/,/files/ENCFF980SLK/,/files/ENCFF307MJD/,/files/ENCFF124AKW/,/files/ENCFF440DMK/,/files/ENCFF310SVZ/,/files/ENCFF042SCZ/,/files/ENCFF403SIA/,/files/ENCFF599CXO/,/files/ENCFF936OBZ/,/files/ENCFF449JIA/,/files/ENCFF826IIW/,/files/ENCFF568MJR/,/files/ENCFF950ORQ/,/files/ENCFF887UQT/,/files/ENCFF975ETI/,/files/ENCFF380OWL/,/files/ENCFF953SVM/,/files/ENCFF561FRF/,/files/ENCFF556NFA/,/files/ENCFF032YJE/,/files/ENCFF345LPG/,/files/ENCFF300TTL/,/files/ENCFF884ECQ/,/files/ENCFF501AAJ/,/files/ENCFF885CLY/,/files/ENCFF584FGI/,/files/ENCFF846TCV/,/files/ENCFF355USL/,/files/ENCFF341GGH/,/files/ENCFF739NHL/,/files/ENCFF724VUC/,/files/ENCFF312MKD/,/files/ENCFF406YVG/,/files/ENCFF890GBL/,/files/ENCFF706TON/,/files/ENCFF625XBH/,/files/ENCFF763SRL/,/files/ENCFF340VPK/,/files/ENCFF212CGC/,/files/ENCFF960NGN/,/files/ENCFF280ZBV/,/files/ENCFF182FRY/,/files/ENCFF640IEK/,/files/ENCFF566CTX/,/files/ENCFF924XVN/,/files/ENCFF018XQS/	/experiment-series/ENCSR737GTV/	ENCBS775AAA	1,3,2	1	ENCAB000AET	Homo sapiens	adult	53 years												/replicates/ea9d4fb0-943f-45e1-b866-41aff0a7caf2/,/replicates/70bd2eb0-b4fa-499a-acc7-6c1e79ebdb47/,/replicates/25bd5aeb-7b68-4a1a-b15d-ee4a8bae8b68/				
/experiments/ENCSR000BND/	ENCSR000BND	ChIP-seq	TF ChIP-seq	/targets/ZEB1-human/	ZEB1	ZEB1	Homo sapiens GM12878	GM12878	UCSC-ENCODE-hg19:wgEncodeEH001645,GEO:GSM803411,FactorBook:ENCSR000BND	ZEB1 ChIP-seq protocol v041610.2 on human GM12878	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000OHP/,/files/ENCFF000OHQ/,/files/ENCFF000OHR/,/files/ENCFF000OHS/,/files/ENCFF000OHT/,/files/ENCFF000OHU/,/files/ENCFF000OIB/,/files/ENCFF000OIE/,/files/ENCFF001TZS/,/files/ENCFF001TZT/,/files/ENCFF002CIE/,/files/ENCFF961WXK/,/files/ENCFF039NYP/,/files/ENCFF272BAG/,/files/ENCFF425FSK/,/files/ENCFF582LPW/,/files/ENCFF390ZIU/,/files/ENCFF287GUR/,/files/ENCFF843JHA/,/files/ENCFF013JXB/,/files/ENCFF727SXD/,/files/ENCFF589JAE/,/files/ENCFF382FYC/,/files/ENCFF315YFI/,/files/ENCFF292CDL/,/files/ENCFF264KYF/,/files/ENCFF558ZRB/,/files/ENCFF290ZCR/,/files/ENCFF500MSV/,/files/ENCFF950JGB/,/files/ENCFF204LCG/,/files/ENCFF575AYZ/,/files/ENCFF785XKO/,/files/ENCFF212GWZ/,/files/ENCFF401FYN/,/files/ENCFF756DWW/,/files/ENCFF413OIV/,/files/ENCFF167NPM/,/files/ENCFF704LJZ/,/files/ENCFF630HNB/,/files/ENCFF854TVA/,/files/ENCFF267NGA/,/files/ENCFF479ORW/,/files/ENCFF732PLA/,/files/ENCFF621OAS/,/files/ENCFF997NGJ/,/files/ENCFF024PWA/,/files/ENCFF807LKR/,/files/ENCFF066EAT/,/files/ENCFF723OVS/,/files/ENCFF731LCP/,/files/ENCFF492JSO/,/files/ENCFF807OAU/,/files/ENCFF799FMT/,/files/ENCFF384WMD/,/files/ENCFF096IYF/,/files/ENCFF718JEI/,/files/ENCFF448BQJ/,/files/ENCFF424KPW/,/files/ENCFF858DWV/,/files/ENCFF553ZPL/,/files/ENCFF070VUK/,/files/ENCFF434FOR/,/files/ENCFF924GYA/,/files/ENCFF196DWF/,/files/ENCFF698VBG/,/files/ENCFF703XCL/,/files/ENCFF562NLN/,/files/ENCFF381NRZ/,/files/ENCFF216MJZ/,/files/ENCFF363BVO/,/files/ENCFF372FOM/,/files/ENCFF148RLQ/,/files/ENCFF617PDA/		ENCBS110ENC	1,2	1	ENCAB000AMO	Homo sapiens	adult													/replicates/4d837e04-b9bd-4c1f-9bf0-ccc6bf68c345/,/replicates/6753da59-fb89-431a-8710-e7779d477577/				
/experiments/ENCSR000EWH/	ENCSR000EWH	ChIP-seq	TF ChIP-seq	/targets/NR2C2-human/	NR2C2	NR2C2	Homo sapiens K562	K562	GEO:GSM935374,FactorBook:ENCSR000EWH,UCSC-ENCODE-hg19:wgEncodeEH000682	NR2C2 ChIP-seq on human K562	Peggy Farnham, USC	ENCODE	released	/files/ENCFF000ZCB/,/files/ENCFF000ZCC/,/files/ENCFF000ZCD/,/files/ENCFF000ZCE/,/files/ENCFF000ZCP/,/files/ENCFF000ZDC/,/files/ENCFF001VPE/,/files/ENCFF002CYM/,/files/ENCFF157YGH/,/files/ENCFF771NSF/,/files/ENCFF836CBA/,/files/ENCFF914QSN/,/files/ENCFF048YNL/,/files/ENCFF955CIQ/,/files/ENCFF169IGD/,/files/ENCFF078BWN/,/files/ENCFF190EUO/,/files/ENCFF718PRW/,/files/ENCFF159OAW/,/files/ENCFF430YGK/,/files/ENCFF188DNO/,/files/ENCFF316NLV/,/files/ENCFF893JAF/,/files/ENCFF527VPC/,/files/ENCFF658YZW/,/files/ENCFF791ZPU/,/files/ENCFF419MGD/,/files/ENCFF182QQL/,/files/ENCFF138LHR/,/files/ENCFF205OOU/,/files/ENCFF803BPM/,/files/ENCFF925UIZ/,/files/ENCFF589YXX/,/files/ENCFF396QHD/,/files/ENCFF369MDA/,/files/ENCFF660ATE/,/files/ENCFF342EJU/,/files/ENCFF883FFE/,/files/ENCFF230UMV/,/files/ENCFF594LCH/,/files/ENCFF904KAX/,/files/ENCFF111SYN/,/files/ENCFF837CQV/,/files/ENCFF573HAI/,/files/ENCFF841ZNM/,/files/ENCFF704ZUN/,/files/ENCFF614DHJ/,/files/ENCFF733OGJ/,/files/ENCFF541SHT/,/files/ENCFF165UWB/,/files/ENCFF546OAV/,/files/ENCFF393CBU/,/files/ENCFF535TPC/,/files/ENCFF968ICU/,/files/ENCFF197MTL/,/files/ENCFF486NZV/,/files/ENCFF172FQI/,/files/ENCFF944XWN/,/files/ENCFF814LOU/,/files/ENCFF392HRT/,/files/ENCFF066SOT/,/files/ENCFF844BHF/,/files/ENCFF537ART/,/files/ENCFF230UNT/,/files/ENCFF496UFC/,/files/ENCFF495XYS/,/files/ENCFF206IFN/,/files/ENCFF458RZK/,/files/ENCFF390KKK/,/files/ENCFF052CUL/,/files/ENCFF927MMU/		ENCBS667AAA	1,2	1	ENCAB000AMA	Homo sapiens	adult	53 years												/replicates/e127064e-71f8-46a0-a6cc-bcb7bcc649eb/,/replicates/bc9e2146-8ea1-4599-94e0-ffda05e719a4/				
/experiments/ENCSR000DYU/	ENCSR000DYU	ChIP-seq	TF ChIP-seq	/targets/SREBF1-human/	SREBF1	SREBF1	Homo sapiens GM12878	GM12878	FactorBook:ENCSR000DYU,GEO:GSM1003617,UCSC-ENCODE-hg19:wgEncodeEH003362	SREBF1 ChIP-seq on human GM12878 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000WDT/,/files/ENCFF000WDU/,/files/ENCFF000WDV/,/files/ENCFF000WDW/,/files/ENCFF000WDY/,/files/ENCFF000WEA/,/files/ENCFF001VFJ/,/files/ENCFF941NIT/,/files/ENCFF269VOK/,/files/ENCFF650PKJ/,/files/ENCFF177QCA/,/files/ENCFF129UIB/,/files/ENCFF649ZRX/,/files/ENCFF085SPJ/,/files/ENCFF296CBS/,/files/ENCFF385VYL/,/files/ENCFF398RFO/,/files/ENCFF104OMJ/,/files/ENCFF910UEO/,/files/ENCFF561DVQ/,/files/ENCFF510QAF/,/files/ENCFF669XTF/,/files/ENCFF321ERB/,/files/ENCFF392MTW/,/files/ENCFF203KKQ/,/files/ENCFF843OIL/,/files/ENCFF729QOZ/,/files/ENCFF815PDG/,/files/ENCFF064CGF/,/files/ENCFF968EAO/,/files/ENCFF465NOY/,/files/ENCFF994JDU/,/files/ENCFF559BQR/,/files/ENCFF397YRO/,/files/ENCFF737RLX/,/files/ENCFF436BOL/,/files/ENCFF132CHM/		ENCBS630AAA	2,1	1	ENCAB000ALC	Homo sapiens	adult													/replicates/242bdaaf-3849-4c70-afc1-b3722c413b39/,/replicates/34e0ae61-7478-4124-a53b-4ced13216fdb/				
