File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF382IYX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR967AVR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB5-human/				ZBTB5-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF760TPN/, /files/ENCFF247FWV/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	56146	ENCODE Processing Pipeline	15abdcab6058e16a60c44d7766c2b551		https://www.encodeproject.org/files/ENCFF382IYX/@@download/ENCFF382IYX.bed.gz				released	s3://encode-public/2020/07/03/dec29c9c-69c4-44db-bead-28e7556e9a13/ENCFF382IYX.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		missing compliant biosample characterization
ENCFF014EZJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR967AVR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB5-human/				ZBTB5-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF760TPN/, /files/ENCFF247FWV/, /files/ENCFF174OKT/	1276629732	ENCODE Processing Pipeline	56e5c829f84d88a8b53c86cbde28136e		https://www.encodeproject.org/files/ENCFF014EZJ/@@download/ENCFF014EZJ.bigWig				released	s3://encode-public/2020/07/03/e53f3d20-cd27-4abf-8fa7-78065048f64a/ENCFF014EZJ.bigWig	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		missing compliant biosample characterization
ENCFF036TCU	bigWig	bigWig		signal p-value	GRCh38	ENCSR591ASD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/TEAD1-human/				TEAD1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF828UGP/, /files/ENCFF898EHY/	1527074707	ENCODE Processing Pipeline	492538f91bddc87fb60725bedc9050c2		https://www.encodeproject.org/files/ENCFF036TCU/@@download/ENCFF036TCU.bigWig				released	s3://encode-public/2020/07/01/05c00ec9-3098-41d3-a639-856334d8d02e/ENCFF036TCU.bigWig	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF692HUD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR591ASD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/TEAD1-human/				TEAD1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF828UGP/, /files/ENCFF898EHY/, /files/ENCFF356LFX/	241679	ENCODE Processing Pipeline	2a757edbb0176202260cf86161cc4713		https://www.encodeproject.org/files/ENCFF692HUD/@@download/ENCFF692HUD.bed.gz				released	s3://encode-public/2020/07/01/7878f188-1bc0-41c5-9c85-995338f49780/ENCFF692HUD.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF465AQA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR591ASD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/TEAD1-human/				TEAD1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF692HUD/	463966	ENCODE Processing Pipeline	e14d2ae835d6c7c4e3091137e4cb7021		https://www.encodeproject.org/files/ENCFF465AQA/@@download/ENCFF465AQA.bigBed				released	s3://encode-public/2020/07/01/ab02ce97-071f-45c3-a99a-f1e462025980/ENCFF465AQA.bigBed	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF489SEA	bigWig	bigWig		signal p-value	GRCh38	ENCSR119FAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/DEAF1-human/				DEAF1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF190PUZ/, /files/ENCFF269MEB/	1838734969	ENCODE Processing Pipeline	1b85625b1e42972edc32e6715dd90361		https://www.encodeproject.org/files/ENCFF489SEA/@@download/ENCFF489SEA.bigWig				released	s3://encode-public/2020/07/01/e642d21d-954f-461f-810f-37d300c3db96/ENCFF489SEA.bigWig	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF030AXK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR119FAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/DEAF1-human/				DEAF1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF190PUZ/, /files/ENCFF269MEB/	363080	ENCODE Processing Pipeline	d59dbf514389ddec3ae039ad0a4395d8		https://www.encodeproject.org/files/ENCFF030AXK/@@download/ENCFF030AXK.bed.gz				released	s3://encode-public/2020/07/01/ebcbe466-1f80-499f-bf19-231192386683/ENCFF030AXK.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF944USZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR119FAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/DEAF1-human/				DEAF1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF030AXK/	650009	ENCODE Processing Pipeline	431817794ec4056b15594017646fbc91		https://www.encodeproject.org/files/ENCFF944USZ/@@download/ENCFF944USZ.bigBed				released	s3://encode-public/2020/07/01/847958bf-37ab-47a0-8f0b-d2a21dc1ee52/ENCFF944USZ.bigBed	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF142ZTD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR121SPB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF10-human/				KLF10-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF219WWC/, /files/ENCFF659FWL/, /files/ENCFF948XBN/	21501	ENCODE Processing Pipeline	06b317ef05d76533b65394ed228366f4		https://www.encodeproject.org/files/ENCFF142ZTD/@@download/ENCFF142ZTD.bed.gz				released	s3://encode-public/2020/11/11/0b11b4b4-7635-4d89-a99c-23fe2120fb37/ENCFF142ZTD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	matching md5 sums		
ENCFF750TBY	bigWig	bigWig		signal p-value	GRCh38	ENCSR121SPB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF10-human/				KLF10-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF219WWC/, /files/ENCFF659FWL/, /files/ENCFF948XBN/	1498317887	ENCODE Processing Pipeline	4886ccae5fb0343dd88faccd3c6040ee		https://www.encodeproject.org/files/ENCFF750TBY/@@download/ENCFF750TBY.bigWig				released	s3://encode-public/2020/11/11/7a5aea26-c03a-4fbe-a938-018ec8c6dd00/ENCFF750TBY.bigWig	ENCODE4 v1.6.1 GRCh38	released	matching md5 sums		
ENCFF864UDH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR121SPB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF10-human/				KLF10-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF142ZTD/	100577	ENCODE Processing Pipeline	1f05971c2ab6efef2ab658839602d221		https://www.encodeproject.org/files/ENCFF864UDH/@@download/ENCFF864UDH.bigBed				released	s3://encode-public/2020/11/11/976afb52-10a5-4a05-9fdd-ca70fefdbb14/ENCFF864UDH.bigBed	ENCODE4 v1.6.1 GRCh38	released	matching md5 sums		
ENCFF798KXN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR798MFW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NR1H2-human/				NR1H2-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF213VOZ/, /files/ENCFF356LFX/, /files/ENCFF590NAX/, /files/ENCFF919KUU/	90903	ENCODE Processing Pipeline	6d90bf963f0a622f21352975271a8a1f		https://www.encodeproject.org/files/ENCFF798KXN/@@download/ENCFF798KXN.bed.gz				released	s3://encode-public/2020/07/04/c487b3ce-cc97-44d9-bdd6-588411d140a0/ENCFF798KXN.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF386VZB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR798MFW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NR1H2-human/				NR1H2-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF798KXN/	247858	ENCODE Processing Pipeline	d03393ef0ff47c139834e80e1d6e46af		https://www.encodeproject.org/files/ENCFF386VZB/@@download/ENCFF386VZB.bigBed				released	s3://encode-public/2020/07/04/a7e1dc41-3f7f-4dc1-8987-02095d162366/ENCFF386VZB.bigBed	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF301EBA	bigWig	bigWig		signal p-value	GRCh38	ENCSR798MFW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NR1H2-human/				NR1H2-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF213VOZ/, /files/ENCFF590NAX/, /files/ENCFF919KUU/	807463234	ENCODE Processing Pipeline	4fd26805c8dc5f6fe5a0a7e1fe2869bb		https://www.encodeproject.org/files/ENCFF301EBA/@@download/ENCFF301EBA.bigWig				released	s3://encode-public/2020/07/04/db6d17fd-1442-44dc-a5dc-8ed832289eeb/ENCFF301EBA.bigWig	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF918KYJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR128KLX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NR2F6-human/				NR2F6-human	DNA				formaldehyde		2020-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF427XRZ/, /files/ENCFF954MPW/	1763963894	ENCODE Processing Pipeline	b093216a057ca762e480cb8925b32536		https://www.encodeproject.org/files/ENCFF918KYJ/@@download/ENCFF918KYJ.bigWig				released	s3://encode-public/2020/07/02/3ef23a07-07e4-4e84-a106-85ae5f2abaa3/ENCFF918KYJ.bigWig	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF647RGI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR128KLX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NR2F6-human/				NR2F6-human	DNA				formaldehyde		2020-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF427XRZ/, /files/ENCFF954MPW/	47254	ENCODE Processing Pipeline	868a5c41b6325d56edd3dac6a2f08a79		https://www.encodeproject.org/files/ENCFF647RGI/@@download/ENCFF647RGI.bed.gz				released	s3://encode-public/2020/07/02/225a2136-410b-485f-8d68-7ad0be84912b/ENCFF647RGI.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF388OQE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR128KLX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NR2F6-human/				NR2F6-human	DNA				formaldehyde		2020-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF647RGI/	146550	ENCODE Processing Pipeline	4d0e4ac4e30583f3456374943210d6b5		https://www.encodeproject.org/files/ENCFF388OQE/@@download/ENCFF388OQE.bigBed				released	s3://encode-public/2020/07/02/022aa180-4ab7-4c71-bd4f-28b45f066f9f/ENCFF388OQE.bigBed	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF122XON	bigWig	bigWig		signal p-value	GRCh38	ENCSR325DER	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF317ZDU/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF693ZXF/	1805471944	ENCODE Processing Pipeline	66070f3c215ca9c020539bb9817aa911		https://www.encodeproject.org/files/ENCFF122XON/@@download/ENCFF122XON.bigWig				released	s3://encode-public/2020/12/30/1e48b4df-ce21-4619-9f8b-aadb2d8d97e7/ENCFF122XON.bigWig	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth	partially characterized antibody	
ENCFF961ADR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR325DER	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF936FZX/, /files/ENCFF693ZXF/, /files/ENCFF356LFX/, /files/ENCFF317ZDU/	29844	ENCODE Processing Pipeline	8b5eb29ebc355b3f003aae861243f8b4		https://www.encodeproject.org/files/ENCFF961ADR/@@download/ENCFF961ADR.bed.gz				released	s3://encode-public/2020/12/30/c2c56bfb-b800-4bb4-b7f2-231758392822/ENCFF961ADR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth	partially characterized antibody	
ENCFF312VLU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR325DER	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NR3C1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF961ADR/	118932	ENCODE Processing Pipeline	6d200cdf3b0b4c594ba9c3b6d3404ec7		https://www.encodeproject.org/files/ENCFF312VLU/@@download/ENCFF312VLU.bigBed				released	s3://encode-public/2020/12/30/4ddcf88f-811d-469c-a9bb-5453a0a98f34/ENCFF312VLU.bigBed	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth	partially characterized antibody	
ENCFF930IRA	bigWig	bigWig		signal p-value	GRCh38	ENCSR171CAY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										E2F7-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF072BKN/, /files/ENCFF769MER/, /files/ENCFF628INW/, /files/ENCFF492AKX/	1298471991	ENCODE Processing Pipeline	62832ccddc59f1ace5168144081f4806		https://www.encodeproject.org/files/ENCFF930IRA/@@download/ENCFF930IRA.bigWig				released	s3://encode-public/2020/12/30/162f0726-0838-4b89-a8f0-3740fed6a819/ENCFF930IRA.bigWig	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
ENCFF938ZPZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR171CAY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										E2F7-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF628INW/, /files/ENCFF492AKX/, /files/ENCFF072BKN/, /files/ENCFF356LFX/, /files/ENCFF769MER/	49769	ENCODE Processing Pipeline	6496b1c03f032c8e9217d0b2bc833181		https://www.encodeproject.org/files/ENCFF938ZPZ/@@download/ENCFF938ZPZ.bed.gz				released	s3://encode-public/2020/12/30/80011d5c-0a1e-486f-bfc4-58a8721ef1bb/ENCFF938ZPZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
ENCFF212JSU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR171CAY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										E2F7-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF938ZPZ/	138381	ENCODE Processing Pipeline	dd6bf4909149c5354566950d7951c29f		https://www.encodeproject.org/files/ENCFF212JSU/@@download/ENCFF212JSU.bigBed				released	s3://encode-public/2020/12/30/883c70c1-41e5-4212-a06f-ce0b1851b001/ENCFF212JSU.bigBed	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
