Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Cholesterol metabolism	1/50	0.181798760490535	1.0	0	0	5.0	8.524274576229285	VDAC1
KEGG_2019_Human	Glutathione metabolism	1/56	0.20129089406944448	1.0	0	0	4.4642857142857135	7.156268674021393	LAP3
KEGG_2019_Human	Pyrimidine metabolism	1/57	0.2044946965271934	1.0	0	0	4.385964912280701	6.9614615688066825	TYMP
KEGG_2019_Human	Endometrial cancer	1/58	0.20768580783442087	1.0	0	0	4.310344827586206	6.774693450659564	TCF7
KEGG_2019_Human	Steroid hormone biosynthesis	1/60	0.21403015528621255	1.0	0	0	4.166666666666667	6.423493172229715	HSD17B7
KEGG_2019_Human	Basal cell carcinoma	1/63	0.22345272740619448	1.0	0	0	3.9682539682539684	5.946648403916018	TCF7
KEGG_2019_Human	Human cytomegalovirus infection	2/225	0.22722249565377106	1.0	0	0	2.2222222222222223	3.292945743279886	TAP1;B2M
KEGG_2019_Human	Acute myeloid leukemia	1/66	0.23276373258819635	1.0	0	0	3.787878787878788	5.5217097087592135	TCF7
KEGG_2019_Human	Aminoacyl-tRNA biosynthesis	1/66	0.23276373258819635	1.0	0	0	3.787878787878788	5.5217097087592135	HARS
KEGG_2019_Human	Fc epsilon RI signaling pathway	1/68	0.2389097325251076	1.0	0	0	3.6764705882352944	5.2634907594567535	LAT
KEGG_2019_Human	B cell receptor signaling pathway	1/71	0.248037684133097	1.0	0	0	3.5211267605633805	4.909065465532144	CD81
KEGG_2019_Human	Adherens junction	1/72	0.2510562448216857	1.0	0	0	3.4722222222222214	4.7988829236050865	TCF7
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.2510562448216857	1.0	0	0	3.4722222222222214	4.7988829236050865	TCF7
KEGG_2019_Human	Colorectal cancer	1/86	0.2920806911352912	1.0	0	0	2.9069767441860463	3.577689463326051	TCF7
KEGG_2019_Human	Fc gamma R-mediated phagocytosis	1/91	0.3061878155088421	1.0	0	0	2.7472527472527477	3.2515290910456764	LAT
KEGG_2019_Human	IL-17 signaling pathway	1/93	0.3117526111639569	1.0	0	0	2.688172043010753	3.1331863404043614	CXCL10
KEGG_2019_Human	Prostate cancer	1/97	0.3227503083951877	1.0	0	0	2.5773195876288657	2.9146296230216744	TCF7
KEGG_2019_Human	Melanogenesis	1/101	0.33357443199497844	1.0	0	0	2.4752475247524752	2.7175476587516116	TCF7
KEGG_2019_Human	Drug metabolism	1/108	0.35210710049603605	1.0	0	0	2.3148148148148144	2.416249738170696	TYMP
KEGG_2019_Human	TNF signaling pathway	1/110	0.3573080270815959	1.0	0	0	2.2727272727272725	2.3389932915038063	CXCL10
KEGG_2019_Human	Lysosome	1/123	0.39012330712928894	1.0	0	0	2.0325203252032518	1.9131959709429611	CTSS
KEGG_2019_Human	Oxidative phosphorylation	1/133	0.41423482470878586	1.0	0	0	1.8796992481203003	1.6566207829281638	NDUFV2
KEGG_2019_Human	Ubiquitin mediated proteolysis	1/137	0.42361365997237294	1.0	0	0	1.8248175182481752	1.5673967489723155	UBE2L6
KEGG_2019_Human	Breast cancer	1/147	0.4464169056968697	1.0	0	0	1.7006802721088434	1.3716020364751482	TCF7
KEGG_2019_Human	Retrograde endocannabinoid signaling	1/148	0.4486476293292806	1.0	0	0	1.6891891891891893	1.3539146778061024	NDUFV2
KEGG_2019_Human	Non-alcoholic fatty liver disease (NAFLD)	1/149	0.4508694759251092	1.0	0	0	1.6778523489932886	1.3365392478730405	NDUFV2
KEGG_2019_Human	Gastric cancer	1/149	0.4508694759251092	1.0	0	0	1.6778523489932886	1.3365392478730405	TCF7
KEGG_2019_Human	Cushing syndrome	1/155	0.4640160810873489	1.0	0	0	1.6129032258064515	1.2384452739364538	TCF7
KEGG_2019_Human	Wnt signaling pathway	1/158	0.4704723385378199	1.0	0	0	1.5822784810126582	1.1930666349929775	TCF7
KEGG_2019_Human	Cellular senescence	1/160	0.474733782413369	1.0	0	0	1.5625	1.1640642033436706	VDAC1
KEGG_2019_Human	Hippo signaling pathway	1/160	0.474733782413369	1.0	0	0	1.5625	1.1640642033436706	TCF7
KEGG_2019_Human	JAK-STAT signaling pathway	1/162	0.4789613569252541	1.0	0	0	1.5432098765432098	1.1360113569492771	IL7R
KEGG_2019_Human	Protein processing in endoplasmic reticulum	1/165	0.4852397945226644	1.0	0	0	1.5151515151515151	1.0956243765675346	MARCH6
KEGG_2019_Human	cGMP-PKG signaling pathway	1/166	0.48731595909093794	1.0	0	0	1.5060240963855422	1.0825942464401213	VDAC1
KEGG_2019_Human	Hepatocellular carcinoma	1/168	0.4914435121469952	1.0	0	0	1.488095238095238	1.057155171886097	TCF7
KEGG_2019_Human	Alzheimer disease	1/171	0.4975733878580072	1.0	0	0	1.4619883040935668	1.020485701725259	NDUFV2
KEGG_2019_Human	Tuberculosis	1/179	0.5135652867259022	1.0	0	0	1.3966480446927374	0.9306956941914378	CTSS
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	1/186	0.5271451649577891	1.0	0	0	1.3440860215053765	0.8605904745211768	IRF7
KEGG_2019_Human	Transcriptional misregulation in cancer	1/186	0.5271451649577891	1.0	0	0	1.3440860215053765	0.8605904745211768	HIST1H3D
KEGG_2019_Human	Calcium signaling pathway	1/188	0.5309558922193973	1.0	0	0	1.3297872340425532	0.8418568174076081	VDAC1
KEGG_2019_Human	Viral carcinogenesis	1/201	0.554996888741734	1.0	0	0	1.243781094527363	0.7323293173161255	IRF7
KEGG_2019_Human	Rap1 signaling pathway	1/206	0.563915813330451	1.0	0	0	1.2135922330097086	0.6952066817598512	LAT
KEGG_2019_Human	Thermogenesis	1/231	0.6059299801980765	1.0	0	0	1.0822510822510822	0.5421978829179303	NDUFV2
KEGG_2019_Human	Ras signaling pathway	1/232	0.6075246738976509	1.0	0	0	1.0775862068965516	0.5370285443134	LAT
KEGG_2019_Human	Endocytosis	1/244	0.6261710290305731	1.0	0	0	1.0245901639344264	0.4796431720111601	SNX12
KEGG_2019_Human	Pathways in cancer	2/530	0.6298907873428263	1.0	0	0	0.9433962264150944	0.43604606419630704	TCF7;IL7R
KEGG_2019_Human	PI3K-Akt signaling pathway	1/354	0.7610573613192649	1.0	0	0	0.7062146892655367	0.19282948285330231	IL7R
