Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	protein phosphatase inhibitor activity (GO:0004864)	1/23	0.07964408494682368	1.0	0	0	12.07729468599034	30.557820150354274	PPP1R8
GO_Molecular_Function_2018	retinoid binding (GO:0005501)	1/24	0.08296117473656324	1.0	0	0	11.574074074074074	28.812298088938913	ARID4A
GO_Molecular_Function_2018	acetyltransferase activity (GO:0016407)	1/24	0.08296117473656324	1.0	0	0	11.574074074074074	28.812298088938913	SMARCE1
GO_Molecular_Function_2018	cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	1/24	0.08296117473656324	1.0	0	0	11.574074074074074	28.812298088938913	BIRC3
GO_Molecular_Function_2018	exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)	1/25	0.0862664748551896	1.0	0	0	11.111111111111114	27.225713649972228	EXOSC9
GO_Molecular_Function_2018	N-acyltransferase activity (GO:0016410)	1/25	0.0862664748551896	1.0	0	0	11.111111111111114	27.225713649972228	SMARCE1
GO_Molecular_Function_2018	Hsp70 protein binding (GO:0030544)	1/27	0.09284187114106916	1.0	0	0	10.288065843621398	24.453266906462947	PPID
GO_Molecular_Function_2018	nuclear localization sequence binding (GO:0008139)	1/28	0.09611204949309513	1.0	0	0	9.92063492063492	23.236513749227854	KPNA6
GO_Molecular_Function_2018	nucleosomal DNA binding (GO:0031492)	1/29	0.09937060254241717	1.0	0	0	9.578544061302683	22.115890403565515	SMARCE1
GO_Molecular_Function_2018	phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)	1/32	0.10907691657785297	1.0	0	0	8.680555555555555	19.233524209496967	PLEKHB2
GO_Molecular_Function_2018	estrogen receptor binding (GO:0030331)	1/32	0.10907691657785297	1.0	0	0	8.680555555555555	19.233524209496967	PPID
GO_Molecular_Function_2018	protein phosphorylated amino acid binding (GO:0045309)	1/34	0.11549040925582522	1.0	0	0	8.169934640522875	17.63535775501742	YWHAB
GO_Molecular_Function_2018	snRNA binding (GO:0017069)	1/36	0.1218583699637632	1.0	0	0	7.716049382716049	16.241480019705776	LSM2
GO_Molecular_Function_2018	peptidyl-prolyl cis-trans isomerase activity (GO:0003755)	1/38	0.12818111741807828	1.0	0	0	7.309941520467835	15.016893533438596	PPID
GO_Molecular_Function_2018	3'-5' exonuclease activity (GO:0008408)	1/38	0.12818111741807828	1.0	0	0	7.309941520467835	15.016893533438596	EXOSC9
GO_Molecular_Function_2018	tRNA binding (GO:0000049)	1/38	0.12818111741807828	1.0	0	0	7.309941520467835	15.016893533438596	NSUN2
GO_Molecular_Function_2018	peptide-lysine-N-acetyltransferase activity (GO:0061733)	1/39	0.1313256351611906	1.0	0	0	7.1225071225071215	14.459225609645292	TEX30
GO_Molecular_Function_2018	signal sequence binding (GO:0005048)	1/39	0.1313256351611906	1.0	0	0	7.1225071225071215	14.459225609645292	KPNA6
GO_Molecular_Function_2018	histone deacetylase activity (GO:0004407)	1/40	0.13445896809893665	1.0	0	0	6.9444444444444455	13.93400136374939	ARID4A
GO_Molecular_Function_2018	protein methyltransferase activity (GO:0008276)	1/41	0.13758115548960878	1.0	0	0	6.7750677506775085	13.438626790279455	EED
GO_Molecular_Function_2018	histone-lysine N-methyltransferase activity (GO:0018024)	1/41	0.13758115548960878	1.0	0	0	6.7750677506775085	13.438626790279455	EED
GO_Molecular_Function_2018	histone acetyltransferase activity (GO:0004402)	1/41	0.13758115548960878	1.0	0	0	6.7750677506775085	13.438626790279455	TEX30
GO_Molecular_Function_2018	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	1/41	0.13758115548960878	1.0	0	0	6.7750677506775085	13.438626790279455	SQLE
GO_Molecular_Function_2018	protein deacetylase activity (GO:0033558)	1/42	0.14069223637119616	1.0	0	0	6.613756613756614	12.97077046946199	ARID4A
GO_Molecular_Function_2018	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820)	1/42	0.14069223637119616	1.0	0	0	6.613756613756614	12.97077046946199	RALBP1
GO_Molecular_Function_2018	Ras GTPase binding (GO:0017016)	2/184	0.14209309834088138	1.0	0	0	3.0193236714975846	5.8915241971264605	RALBP1;LSM2
GO_Molecular_Function_2018	Rac GTPase binding (GO:0048365)	1/43	0.14379224970747265	1.0	0	0	6.459948320413438	12.52833159870511	RALBP1
GO_Molecular_Function_2018	P-P-bond-hydrolysis-driven transmembrane transporter activity (GO:0015405)	1/45	0.14995922892215446	1.0	0	0	6.172839506172839	11.712295240850535	RALBP1
GO_Molecular_Function_2018	ATPase activity, coupled to transmembrane movement of substances (GO:0042626)	1/45	0.14995922892215446	1.0	0	0	6.172839506172839	11.712295240850535	RALBP1
GO_Molecular_Function_2018	myosin binding (GO:0017022)	1/46	0.15302627203462096	1.0	0	0	6.038647342995169	11.335420650278074	RAB11A
GO_Molecular_Function_2018	damaged DNA binding (GO:0003684)	1/46	0.15302627203462096	1.0	0	0	6.038647342995169	11.335420650278074	DDB1
GO_Molecular_Function_2018	histone methyltransferase activity (GO:0042054)	1/48	0.15912765729428072	1.0	0	0	5.787037037037037	10.63685487748741	EED
GO_Molecular_Function_2018	ribonuclease activity (GO:0004540)	1/49	0.1621620759393262	1.0	0	0	5.6689342403628125	10.312692602742626	PPP1R8
GO_Molecular_Function_2018	cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/51	0.16819855520195093	1.0	0	0	5.446623093681917	9.709205453391402	BIRC3
GO_Molecular_Function_2018	RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)	1/52	0.1712006915092137	1.0	0	0	5.3418803418803416	9.427984915028425	SMARCE1
GO_Molecular_Function_2018	repressing transcription factor binding (GO:0070491)	1/53	0.17419214247767076	1.0	0	0	5.2410901467505235	9.159309863254755	SKI
GO_Molecular_Function_2018	ATPase activity, coupled to movement of substances (GO:0043492)	1/56	0.18310275762889489	1.0	0	0	4.9603174603174605	8.421169477354487	RALBP1
GO_Molecular_Function_2018	nuclease activity (GO:0004518)	1/59	0.19191854685501045	1.0	0	0	4.708097928436913	7.771583013642613	DDX1
GO_Molecular_Function_2018	double-stranded RNA binding (GO:0003725)	1/59	0.19191854685501045	1.0	0	0	4.708097928436913	7.771583013642613	EIF4H
GO_Molecular_Function_2018	nucleoside-triphosphatase activity (GO:0017111)	3/424	0.19627641180348784	1.0	0	0	1.9654088050314469	3.200140229828752	RALBP1;EIF4H;RAB11A
GO_Molecular_Function_2018	protein serine/threonine phosphatase activity (GO:0004722)	1/61	0.197743550393761	1.0	0	0	4.553734061930784	7.380620618468252	PPP2CB
GO_Molecular_Function_2018	ubiquitin binding (GO:0043130)	1/62	0.2006405051722729	1.0	0	0	4.4802867383512535	7.196418027492656	NBR1
GO_Molecular_Function_2018	enhancer sequence-specific DNA binding (GO:0001158)	1/64	0.2064035024830475	1.0	0	0	4.340277777777779	6.848620990121952	SMARCE1
GO_Molecular_Function_2018	methyltransferase activity (GO:0008168)	1/67	0.2149712592475344	1.0	0	0	4.1459369817578775	6.373345512888093	NSUN2
GO_Molecular_Function_2018	RNA helicase activity (GO:0003724)	1/67	0.2149712592475344	1.0	0	0	4.1459369817578775	6.373345512888093	DDX1
GO_Molecular_Function_2018	ATP-dependent RNA helicase activity (GO:0004004)	1/67	0.2149712592475344	1.0	0	0	4.1459369817578775	6.373345512888093	DDX1
GO_Molecular_Function_2018	RNA-dependent ATPase activity (GO:0008186)	1/68	0.21780685791269316	1.0	0	0	4.084967320261438	6.226088977845347	DDX1
GO_Molecular_Function_2018	DNA binding (GO:0003677)	5/893	0.2184790673855001	1.0	0	0	1.5553067064825183	2.3657227051062306	DDB1;ARID4A;ZNF22;AFF4;RBM6
GO_Molecular_Function_2018	Rho GTPase binding (GO:0017048)	1/72	0.2290485995370204	1.0	0	0	3.858024691358025	5.686038089860944	RALBP1
GO_Molecular_Function_2018	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)	1/75	0.23737520659224876	1.0	0	0	3.7037037037037037	5.326345331592234	ARID4A
GO_Molecular_Function_2018	steroid hormone receptor binding (GO:0035258)	1/76	0.24013098600243396	1.0	0	0	3.6549707602339176	5.214074303768338	PPID
GO_Molecular_Function_2018	syntaxin binding (GO:0019905)	1/77	0.2428769450992916	1.0	0	0	3.607503607503608	5.105340413683607	RAB11A
GO_Molecular_Function_2018	RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	2/262	0.2431658092315808	1.0	0	0	2.1204410517387617	2.998328511057266	SMARCE1;NR3C1
GO_Molecular_Function_2018	phosphatidylinositol phosphate binding (GO:1901981)	1/81	0.2537632664938791	1.0	0	0	3.4293552812071337	4.702858258722585	PLEKHB2
GO_Molecular_Function_2018	protein kinase binding (GO:0019901)	3/495	0.2636940145129668	1.0	0	0	1.6835016835016836	2.2440503097191202	SKI;NBR1;NR3C1
GO_Molecular_Function_2018	ATP-dependent helicase activity (GO:0008026)	1/85	0.26449520146489025	1.0	0	0	3.2679738562091503	4.346183561300742	DDX1
GO_Molecular_Function_2018	core promoter proximal region sequence-specific DNA binding (GO:0000987)	2/278	0.2645216730137206	1.0	0	0	1.9984012789768184	2.6575381524385797	SMARCE1;NR3C1
GO_Molecular_Function_2018	ubiquitin protein ligase binding (GO:0031625)	2/284	0.2725383536431066	1.0	0	0	1.9561815336463224	2.5429889034989426	SKI;SCAMP3
GO_Molecular_Function_2018	transcription coactivator activity (GO:0003713)	2/291	0.2818891240377824	1.0	0	0	1.909125620465827	2.4174140178110317	SMARCE1;MED7
GO_Molecular_Function_2018	ATPase activity, coupled (GO:0042623)	1/94	0.2880887150253619	1.0	0	0	2.955082742316785	3.6775614893550106	DDX1
GO_Molecular_Function_2018	ubiquitin-like protein ligase binding (GO:0044389)	2/297	0.2898982710607514	1.0	0	0	1.8705574261129816	2.316171356132271	SKI;SCAMP3
GO_Molecular_Function_2018	core promoter binding (GO:0001047)	1/97	0.2957861301616106	1.0	0	0	2.8636884306987405	3.4883121965888337	NR3C1
GO_Molecular_Function_2018	zinc ion binding (GO:0008270)	2/302	0.29656586971161875	1.0	0	0	1.839587932303164	2.2359932444339363	SKI;ZNF22
GO_Molecular_Function_2018	double-stranded DNA binding (GO:0003690)	1/99	0.3008720848743497	1.0	0	0	2.8058361391694726	3.370005812997368	AFF4
GO_Molecular_Function_2018	protein serine/threonine kinase activity (GO:0004674)	2/368	0.3831922280351603	1.0	0	0	1.5096618357487923	1.448095583992324	MAPK8;NEK7
GO_Molecular_Function_2018	phosphoprotein phosphatase activity (GO:0004721)	1/136	0.3886883299306991	1.0	0	0	2.042483660130719	1.930101031264422	PPP2CB
GO_Molecular_Function_2018	transcription regulatory region DNA binding (GO:0044212)	2/374	0.3908753202332587	1.0	0	0	1.48544266191325	1.3953752880743606	ARID4A;NR3C1
GO_Molecular_Function_2018	transition metal ion binding (GO:0046914)	2/399	0.4224255847114847	1.0	0	0	1.3923698134224451	1.1998635179033157	SKI;ZNF22
GO_Molecular_Function_2018	ubiquitin-protein transferase activity (GO:0004842)	2/417	0.4446336766169061	1.0	0	0	1.332267519317879	1.0798088654991116	RNF145;BIRC3
GO_Molecular_Function_2018	kinase binding (GO:0019900)	2/418	0.44585408470682825	1.0	0	0	1.3290802764486975	1.0735825954631386	SKI;NR3C1
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	1/175	0.4694823334434083	1.0	0	0	1.5873015873015874	1.2001977928417966	NR3C1
GO_Molecular_Function_2018	ubiquitin-like protein ligase activity (GO:0061659)	1/186	0.490300694996258	1.0	0	0	1.4934289127837517	1.0644211661202152	RNF145
GO_Molecular_Function_2018	RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	2/460	0.4957442097545106	1.0	0	0	1.207729468599034	0.8474579606515171	SMARCE1;NR3C1
GO_Molecular_Function_2018	ubiquitin protein ligase activity (GO:0061630)	1/192	0.5013144344903816	1.0	0	0	1.4467592592592593	0.9990187514629058	RNF145
GO_Molecular_Function_2018	microtubule binding (GO:0008017)	1/195	0.5067329606311373	1.0	0	0	1.4245014245014245	0.9683349273764108	RAB11A
GO_Molecular_Function_2018	transcription corepressor activity (GO:0003714)	1/203	0.5209001448412919	1.0	0	0	1.3683634373289546	0.8924424140275604	SKI
GO_Molecular_Function_2018	ATPase activity (GO:0016887)	1/203	0.5209001448412919	1.0	0	0	1.3683634373289546	0.8924424140275604	RALBP1
GO_Molecular_Function_2018	GTPase activity (GO:0003924)	1/222	0.5529589921430452	1.0	0	0	1.2512512512512513	0.7413306249576309	RAB11A
GO_Molecular_Function_2018	protein kinase activity (GO:0004672)	2/513	0.5545846812017117	1.0	0	0	1.0829542993285683	0.6384402940519486	MAPK8;NEK7
GO_Molecular_Function_2018	regulatory region DNA binding (GO:0000975)	1/224	0.5562079646683684	1.0	0	0	1.2400793650793651	0.7274466982796324	ARID4A
GO_Molecular_Function_2018	GTPase activator activity (GO:0005096)	1/249	0.5949075384179013	1.0	0	0	1.1155734047300312	0.5793722480242531	RALBP1
GO_Molecular_Function_2018	actin binding (GO:0003779)	1/254	0.6022382062874165	1.0	0	0	1.0936132983377078	0.5545737318801606	CAP1
GO_Molecular_Function_2018	tubulin binding (GO:0015631)	1/255	0.6036885637747639	1.0	0	0	1.0893246187363834	0.5497786894509601	RAB11A
GO_Molecular_Function_2018	GTPase regulator activity (GO:0030695)	1/275	0.6316247155772848	1.0	0	0	1.0101010101010102	0.4641008744174716	RALBP1
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	1/280	0.6382996598908877	1.0	0	0	0.992063492063492	0.4453843447977188	NR3C1
GO_Molecular_Function_2018	kinase activity (GO:0016301)	1/280	0.6382996598908877	1.0	0	0	0.992063492063492	0.4453843447977188	MAPK8
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	1/284	0.6435536175338322	1.0	0	0	0.9780907668231612	0.4310934406163158	NR3C1
GO_Molecular_Function_2018	protein homodimerization activity (GO:0042803)	1/664	0.9124341116858506	1.0	0	0	0.41834002677376175	0.03833643009712457	CD69
