Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2013	transcription factor complex (GO:0005667)	1/75	0.23737520659224876	1.0	0	0	3.7037037037037037	5.326345331592234	MED7
GO_Cellular_Component_2013	perinuclear region of cytoplasm (GO:0048471)	1/82	0.2564606390908813	1.0	0	0	3.3875338753387534	4.609688617829532	YWHAB
GO_Cellular_Component_2013	endoplasmic reticulum membrane (GO:0005789)	1/95	0.2906636941012361	1.0	0	0	2.9239766081871346	3.6128314927178105	SQLE
GO_Cellular_Component_2013	cell junction (GO:0030054)	1/108	0.3233142516743479	1.0	0	0	2.572016460905349	2.904142266806736	ERBB2IP
GO_Cellular_Component_2013	intracellular (GO:0005622)	1/152	0.4232059167077091	1.0	0	0	1.8274853801169588	1.5714481316839348	MAT2B
GO_Cellular_Component_2013	mitochondrial part (GO:0044429)	1/271	0.6261974269884241	1.0	0	0	1.0250102501025011	0.4797966164695065	NR3C1
GO_Cellular_Component_2013	mitochondrion (GO:0005739)	1/280	0.6382996598908877	1.0	0	0	0.992063492063492	0.4453843447977188	FUNDC2
GO_Cellular_Component_2013	organelle membrane (GO:0031090)	1/288	0.6487323020726861	1.0	0	0	0.964506172839506	0.4173756991861961	SQLE
GO_Cellular_Component_2013	membrane part (GO:0044425)	6/2055	0.7623640011869786	1.0	0	0	0.8110300081103	0.22005770114151704	ERBB2IP;HNRNPM;SQLE;VTI1A;CD69;CHMP7
GO_Cellular_Component_2013	extracellular region part (GO:0044421)	1/423	0.7860252613826979	1.0	0	0	0.6566850538481744	0.1581076621392465	ERBB2IP
GO_Cellular_Component_2013	membrane (GO:0016020)	3/1148	0.7898119206968617	1.0	0	0	0.7259001161440186	0.17128370857484118	SQLE;RALBP1;TREM1
GO_Cellular_Component_2013	integral to plasma membrane (GO:0005887)	2/926	0.8524348084853214	1.0	0	0	0.5999520038396928	0.09578746324302873	HNRNPM;CD69
GO_Cellular_Component_2013	plasma membrane (GO:0005886)	1/808	0.9489295922367464	1.0	0	0	0.3437843784378438	0.01802140905386745	TREM1
GO_Cellular_Component_2013	integral to membrane (GO:0016021)	2/1441	0.9699526838143452	1.0	0	0	0.3855347366797749	0.011761889215556608	HNRNPM;CD69
GO_Cellular_Component_2013	intrinsic to membrane (GO:0031224)	2/1462	0.9719393808802416	1.0	0	0	0.3799969600243198	0.010815413366789392	HNRNPM;CD69
