Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	cotranslational protein targeting to membrane (GO:0006613)	4/93	0.0011336335331027301	0.5259029017657483	0	0	8.777704630239194	59.53326564804694	RPL23A;RPS20;RPL39;RPS24
GO_Biological_Process_2018	interleukin-1-mediated signaling pathway (GO:0070498)	4/95	0.0012268847662653536	0.5217327468543417	0	0	8.592910848549948	57.60066193501883	NFKBIA;RIPK2;IRAK4;PSMB9
GO_Biological_Process_2018	protein targeting to ER (GO:0045047)	4/97	0.0013253797934588251	0.5202625450784911	0	0	8.415737428992216	55.763149371291114	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	activation of cysteine-type endopeptidase activity (GO:0097202)	2/12	0.0015191345837264401	0.5537245557682874	0	0	34.013605442176875	220.73518568293755	RIPK2;FADD
GO_Biological_Process_2018	peptide biosynthetic process (GO:0043043)	5/174	0.0016646446617243386	0.56631211391862	0	0	5.864414731409807	37.52136755048103	MRPS33;RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	protein deubiquitination (GO:0016579)	6/257	0.0016678016090066765	0.5319244756725668	0	0	4.764551735090924	30.475258897310624	SMAD2;NFKBIA;USP7;RIPK2;USP34;PSMB9
GO_Biological_Process_2018	regulation of interleukin-1 beta production (GO:0032651)	2/13	0.0017896179273712027	0.5372011931397204	0	0	31.39717425431711	198.61077332209737	AIM2;GSTP1
GO_Biological_Process_2018	energy coupled proton transport, down electrochemical gradient (GO:0015985)	2/13	0.0017896179273712027	0.507356682409736	0	0	31.39717425431711	198.61077332209737	ATP5L2;ATP5G1
GO_Biological_Process_2018	protein modification by small protein removal (GO:0070646)	6/261	0.0018030308399477626	0.4842561250659701	0	0	4.691531785127844	29.64244067610098	SMAD2;NFKBIA;USP7;RIPK2;USP34;PSMB9
GO_Biological_Process_2018	negative regulation of interleukin-1 beta production (GO:0032691)	2/14	0.0020812343433310268	0.5310269427009113	0	0	29.15451895043732	180.02315239031043	GSTP1;CARD16
GO_Biological_Process_2018	regulation of adaptive immune response (GO:0002819)	2/14	0.0020812343433310268	0.5057399454294393	0	0	29.15451895043732	180.02315239031043	SASH3;FADD
GO_Biological_Process_2018	viral gene expression (GO:0019080)	4/110	0.0021040784033580875	0.4880505496516509	0	0	7.421150278293135	45.74306286343224	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	viral transcription (GO:0019083)	4/113	0.002320619164134384	0.5148747649816418	0	0	7.224128589488893	43.820995107949685	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	protein complex assembly (GO:0006461)	5/189	0.0023875361175988586	0.5076498670044572	0	0	5.3989849908217264	32.59633602166999	CREBBP;PREB;KLHL12;FADD;SEC31A
GO_Biological_Process_2018	protein targeting to peroxisome (GO:0006625)	2/15	0.002393774515486871	0.4886172541011801	0	0	27.2108843537415	164.21452690152668	LONP2;PEX2
GO_Biological_Process_2018	positive regulation of cysteine-type endopeptidase activity (GO:2001056)	3/55	0.002488427116072047	0.48840167589675604	0	0	11.131725417439704	66.74698829378765	AIM2;RIPK2;FADD
GO_Biological_Process_2018	ATP metabolic process (GO:0046034)	3/56	0.002620013579167323	0.4951825664626241	0	0	10.932944606413994	64.99171769315893	NUDT5;ATP5G1;CLPX
GO_Biological_Process_2018	protein localization to microtubule organizing center (GO:1905508)	2/16	0.0027270306349214193	0.4970013332144286	0	0	25.510204081632647	150.62606992994571	MBD1;SNX10
GO_Biological_Process_2018	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	3/57	0.002755823641140306	0.4849299324392752	0	0	10.741138560687432	63.3086887084447	NFKBIA;RIPK2;NKIRAS2
GO_Biological_Process_2018	negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)	2/17	0.00308079638844763	0.5240434656749419	0	0	24.009603841536613	138.83714640436287	GSTP1;CARD16
GO_Biological_Process_2018	positive regulation of T cell proliferation (GO:0042102)	3/61	0.0033421760841906858	0.5501653083104862	0	0	10.036801605888256	57.221142475033815	FADD;AIF1;HLA-DPA1
GO_Biological_Process_2018	protein localization to centrosome (GO:0071539)	2/18	0.003454866951884673	0.5509433142333591	0	0	22.67573696145125	128.52542701508287	MBD1;SNX10
GO_Biological_Process_2018	negative regulation of fibroblast proliferation (GO:0048147)	2/18	0.003454866951884673	0.5342480622868936	0	0	22.67573696145125	128.52542701508287	GSTP1;PEX2
GO_Biological_Process_2018	positive regulation of type I interferon production (GO:0032481)	3/62	0.003499753161993719	0.5252717760486455	0	0	9.874917709019092	55.8432801657515	CREBBP;RIPK2;PQBP1
GO_Biological_Process_2018	vesicle coating (GO:0006901)	3/63	0.0036618069943833717	0.5338914597810956	0	0	9.718172983479104	54.51699260537683	PREB;KLHL12;SEC31A
GO_Biological_Process_2018	COPII vesicle coating (GO:0048208)	3/63	0.0036618069943833717	0.519061141453843	0	0	9.718172983479104	54.51699260537683	PREB;KLHL12;SEC31A
GO_Biological_Process_2018	vesicle targeting, rough ER to cis-Golgi (GO:0048207)	3/63	0.0036618069943833717	0.5050324619550904	0	0	9.718172983479104	54.51699260537683	PREB;KLHL12;SEC31A
GO_Biological_Process_2018	cytokine-mediated signaling pathway (GO:0019221)	9/633	0.0038821412720967687	0.5213307081976266	0	0	2.9016345874842826	16.108042566945933	CNN2;NFKBIA;HSP90AA1;AIM2;RIPK2;IRAK4;FOS;PSMB9;HLA-DPA1
GO_Biological_Process_2018	positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	5/215	0.0041446766329589135	0.5423149963587007	0	0	4.7460844803037485	26.03668964024457	NFKBIA;AIM2;RIPK2;CARD16;IRAK4
GO_Biological_Process_2018	response to interferon-gamma (GO:0034341)	3/68	0.004540562150797068	0.5792622163879361	0	0	9.00360144057623	48.57176878300744	KYNU;AIF1;HLA-DPA1
GO_Biological_Process_2018	positive regulation of T cell activation (GO:0050870)	3/68	0.004540562150797068	0.5651338696467668	0	0	9.00360144057623	48.57176878300744	CD47;AIF1;HLA-DPA1
GO_Biological_Process_2018	COPII-coated vesicle budding (GO:0090114)	3/68	0.004540562150797068	0.5516783013218438	0	0	9.00360144057623	48.57176878300744	PREB;KLHL12;SEC31A
GO_Biological_Process_2018	positive regulation of cytokine production (GO:0001819)	5/220	0.004566554233565257	0.5419331686949652	0	0	4.63821892393321	24.995344877116995	CREBBP;RIPK2;FADD;PQBP1;HLA-DPA1
GO_Biological_Process_2018	non-motile cilium assembly (GO:1905515)	2/21	0.0046968813769494725	0.5447314924221174	0	0	19.43634596695821	104.19546214428318	ARL13B;MBD1
GO_Biological_Process_2018	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	2/21	0.0046968813769494725	0.5326263481460702	0	0	19.43634596695821	104.19546214428318	CD47;HLA-DPA1
GO_Biological_Process_2018	positive regulation of defense response to virus by host (GO:0002230)	2/21	0.0046968813769494725	0.521047514490721	0	0	19.43634596695821	104.19546214428318	AIM2;PQBP1
GO_Biological_Process_2018	negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	4/140	0.004998412490430346	0.5426999774184266	0	0	5.830903790087462	30.89583043076601	NFKBIA;USP7;AIM2;ADORA3
GO_Biological_Process_2018	positive regulation of lymphocyte proliferation (GO:0050671)	3/71	0.005123899012056436	0.5447345137192499	0	0	8.62316757688991	45.47720267851759	SASH3;AIF1;HLA-DPA1
GO_Biological_Process_2018	peroxisome organization (GO:0007031)	2/23	0.005622726031280736	0.5855667538290938	0	0	17.74622892635315	91.94212375745964	LONP2;PEX2
GO_Biological_Process_2018	translation (GO:0006412)	5/232	0.005702605803192212	0.5820079482737972	0	0	4.398311048557353	22.72533449222356	MRPS33;RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	cellular response to interleukin-1 (GO:0071347)	4/150	0.006366132264572346	0.6369877048257389	0	0	5.442176870748299	27.519799584339257	NFKBIA;RIPK2;IRAK4;PSMB9
GO_Biological_Process_2018	positive regulation of interleukin-1 beta secretion (GO:0050718)	2/25	0.006624998459157387	0.6501416757130797	0	0	16.3265306122449	81.90865534187584	AIM2;RIPK2
GO_Biological_Process_2018	plasma membrane bounded cell projection assembly (GO:0120031)	5/241	0.006676277535089067	0.6428121558784814	0	0	4.23405876873571	21.209224752240537	ARL13B;MBD1;SNX10;B9D2;AIF1
GO_Biological_Process_2018	protein catabolic process (GO:0030163)	3/81	0.00738463620516016	0.6978481213876352	0	0	7.558578987150415	37.10017857544248	HSP90AA1;CLPX;PSMB9
GO_Biological_Process_2018	ATP synthesis coupled proton transport (GO:0015986)	2/27	0.007702146959470626	0.7146191988032474	0	0	15.11715797430083	73.56396316072474	ATP5L2;ATP5G1
GO_Biological_Process_2018	inflammatory response (GO:0006954)	5/252	0.008017968463723626	0.7306373762568155	0	0	4.049238743116294	19.541910422556033	RIPK2;ADORA3;PTX3;FOS;AIF1
GO_Biological_Process_2018	RNA phosphodiester bond hydrolysis (GO:0090501)	2/28	0.00826832098774267	0.7402323157973832	0	0	14.57725947521866	69.90267951917701	POP7;RNASE6
GO_Biological_Process_2018	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	4/163	0.008488091445346497	0.7468057007862616	0	0	5.008138224614999	23.88426745582974	RIPK2;CARD16;IRAK4;FADD
GO_Biological_Process_2018	T cell receptor signaling pathway (GO:0050852)	4/163	0.008488091445346497	0.7341479770441216	0	0	5.008138224614999	23.88426745582974	NFKBIA;RIPK2;PSMB9;HLA-DPA1
GO_Biological_Process_2018	toll-like receptor signaling pathway (GO:0002224)	3/86	0.008703665064923994	0.7402467137717857	0	0	7.1191267204556254	33.77321597200749	RIPK2;IRAK4;FADD
GO_Biological_Process_2018	positive regulation of interleukin-1 secretion (GO:0050716)	2/29	0.008852642320630742	0.7405743239701421	0	0	14.074595355383533	66.53116533739251	AIM2;RIPK2
GO_Biological_Process_2018	negative regulation of cell proliferation (GO:0008285)	6/363	0.008920912426255348	0.734248646954533	0	0	3.37325012649688	15.919571758079062	CNOT7;TFDP1;ADORA3;GSTP1;PEX2;AIF1
GO_Biological_Process_2018	neuron projection development (GO:0031175)	4/167	0.00922367708897201	0.7471178442067328	0	0	4.888182818037394	22.90593427509964	BLOC1S4;ZFYVE27;SGK1;PQBP1
GO_Biological_Process_2018	regulation of defense response to virus by host (GO:0050691)	2/30	0.009454923277187449	0.753882398179493	0	0	13.60544217687075	63.41795498540659	AIM2;PQBP1
GO_Biological_Process_2018	neutrophil mediated immunity (GO:0002446)	7/487	0.010045370619249604	0.7886388656927803	0	0	2.9334115576415374	13.495580479619935	CNN2;HSP90AA1;GSTP1;PTX3;PA2G4;IRAK4;CD47
GO_Biological_Process_2018	positive regulation of interleukin-1 beta production (GO:0032731)	2/31	0.010074977542143496	0.7789789454175495	0	0	13.166556945358787	60.53588413718917	AIM2;RIPK2
GO_Biological_Process_2018	protein destabilization (GO:0031648)	2/31	0.010074977542143496	0.7673523939934069	0	0	13.166556945358787	60.53588413718917	CREBBP;PEX2
GO_Biological_Process_2018	gene silencing by miRNA (GO:0035195)	2/31	0.010074977542143496	0.7560677999640921	0	0	13.166556945358787	60.53588413718917	RBM4;CNOT7
GO_Biological_Process_2018	positive regulation of cellular protein metabolic process (GO:0032270)	3/91	0.01015234436525274	0.7508320767519527	0	0	6.72796591163938	30.881704159350786	NFKBIA;HSP90AA1;FADD
GO_Biological_Process_2018	ATP biosynthetic process (GO:0006754)	2/32	0.01071262016622254	0.7809500101176231	0	0	12.755102040816329	57.861387471141406	ATP5L2;ATP5G1
GO_Biological_Process_2018	negative regulation of gene expression (GO:0010629)	8/618	0.010964231924445787	0.788034866344322	0	0	2.6418334324020867	11.92290323623517	SMAD2;NOTCH2;RBM4;CNOT7;NAB1;MBD1;PA2G4;JARID2
GO_Biological_Process_2018	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay (GO:0043928)	2/33	0.011367667552026258	0.8056834377498611	0	0	12.368583797155225	55.373928667988594	CNOT7;DCP1A
GO_Biological_Process_2018	ciliary basal body-plasma membrane docking (GO:0097711)	3/96	0.011733039294865612	0.8201876646808113	0	0	6.3775510204081645	28.35042439704647	HSP90AA1;MBD1;B9D2
GO_Biological_Process_2018	ER to Golgi vesicle-mediated transport (GO:0006888)	4/180	0.011897739591145222	0.8204616909947847	0	0	4.5351473922902485	20.097083207398786	PREB;KLHL12;TMED7;SEC31A
GO_Biological_Process_2018	protein ubiquitination (GO:0016567)	7/506	0.012208372628882191	0.8306576736691443	0	0	2.8232636928289105	12.438264487775733	USP7;CRBN;TPP2;KLHL12;PEX2;BLMH;PSMB9
GO_Biological_Process_2018	antibacterial humoral response (GO:0019731)	2/35	0.012729248928902705	0.8547020695288224	0	0	11.661807580174925	50.89041245760458	RNASE6;RPL39
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	2/35	0.012729248928902705	0.8436020426518248	0	0	11.661807580174925	50.89041245760458	CNOT7;DCP1A
GO_Biological_Process_2018	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	7/512	0.012956635337648705	0.8476629503592478	0	0	2.790178571428572	12.12652689947948	SMAD2;RBM4;CNOT7;NAB1;MBD1;PA2G4;JARID2
GO_Biological_Process_2018	regulation of cysteine-type endopeptidase activity (GO:2000116)	2/36	0.013435422414686402	0.8678602605334774	0	0	11.337868480725625	48.86463260825226	AIM2;PSMB9
GO_Biological_Process_2018	zymogen activation (GO:0031638)	2/36	0.013435422414686402	0.8570120072768089	0	0	11.337868480725625	48.86463260825226	RIPK2;FADD
GO_Biological_Process_2018	cilium assembly (GO:0060271)	5/288	0.013703546668031913	0.8633234400860104	0	0	3.5430839002267582	15.200186361868226	HSP90AA1;ARL13B;MBD1;SNX10;B9D2
GO_Biological_Process_2018	cilium organization (GO:0044782)	4/192	0.014768132696559669	0.919046111592	0	0	4.2517006802721085	17.922124217050722	ARL13B;MBD1;SNX10;B9D2
GO_Biological_Process_2018	regulation of type I interferon-mediated signaling pathway (GO:0060338)	2/39	0.01565333872073463	0.962397439661552	0	0	10.465724751439037	43.50676136013475	CNOT7;FADD
GO_Biological_Process_2018	alpha-amino acid catabolic process (GO:1901606)	2/39	0.01565333872073463	0.9509403272846289	0	0	10.465724751439037	43.50676136013475	KYNU;BLMH
GO_Biological_Process_2018	gene expression (GO:0010467)	6/411	0.015684981334975985	0.9416524676750876	0	0	2.9792939073439597	12.379119998010342	RBM4;MRPS33;RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	rRNA metabolic process (GO:0016072)	4/200	0.016905547622331568	1.0	0	0	4.081632653061225	16.653524282623515	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	rRNA processing (GO:0006364)	4/202	0.017468574645306864	1.0	0	0	4.04122044857547	16.35624064203141	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	9/815	0.01849839872623098	1.0	0	0	2.2536622010767497	8.992272431162059	NOTCH2;NFKBIA;CREBBP;GADD45B;RIPK2;GSTP1;PA2G4;FADD;SGK1
GO_Biological_Process_2018	positive regulation of interferon-gamma production (GO:0032729)	2/43	0.01883596225512661	1.0	0	0	9.4921689606075	37.70277504007283	FADD;HLA-DPA1
GO_Biological_Process_2018	protein transmembrane import into intracellular organelle (GO:0044743)	2/43	0.01883596225512661	1.0	0	0	9.4921689606075	37.70277504007283	HSP90AA1;PEX2
GO_Biological_Process_2018	nucleobase-containing compound catabolic process (GO:0034655)	2/43	0.01883596225512661	1.0	0	0	9.4921689606075	37.70277504007283	RNASE6;NUDT5
GO_Biological_Process_2018	regulation of interferon-gamma production (GO:0032649)	2/43	0.01883596225512661	1.0	0	0	9.4921689606075	37.70277504007283	FADD;HLA-DPA1
GO_Biological_Process_2018	cellular response to oxidative stress (GO:0034599)	3/115	0.018973596671566253	1.0	0	0	5.323868677905945	21.107578962580707	CCS;GSTP1;FOS
GO_Biological_Process_2018	regulation of T cell activation (GO:0050863)	2/44	0.019670723080957027	1.0	0	0	9.27643784786642	36.443635312236644	CD47;HLA-DPA1
GO_Biological_Process_2018	plasma membrane bounded cell projection organization (GO:0120036)	3/118	0.020298100617960158	1.0	0	0	5.188516084399862	20.22082997023343	BLOC1S4;ZFYVE27;PQBP1
GO_Biological_Process_2018	regulation of fibroblast proliferation (GO:0048145)	2/46	0.02138599014418642	1.0	0	0	8.873114463176575	34.11729580746502	GSTP1;PEX2
GO_Biological_Process_2018	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	3/121	0.021672413588676186	1.0	0	0	5.05987518974532	19.388000119940518	NFKBIA;CREBBP;PSMB9
GO_Biological_Process_2018	negative regulation of nucleic acid-templated transcription (GO:1903507)	6/444	0.02201116679815259	1.0	0	0	2.757859900717044	10.524559770175527	SMAD2;CNOT7;NAB1;MBD1;PA2G4;JARID2
GO_Biological_Process_2018	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	2/47	0.02226616408215382	1.0	0	0	8.684324793747287	33.0411381547819	NFKBIA;GSTP1
GO_Biological_Process_2018	tumor necrosis factor-mediated signaling pathway (GO:0033209)	3/123	0.02261631654881912	1.0	0	0	4.977600796416128	18.860545853723423	NFKBIA;AIM2;PSMB9
GO_Biological_Process_2018	viral process (GO:0016032)	4/220	0.02306556294507609	1.0	0	0	3.710575139146568	13.986695938305516	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	3/124	0.023096578337609943	1.0	0	0	4.937458854509546	18.60469451780189	NFKBIA;CREBBP;PSMB9
GO_Biological_Process_2018	cellular response to mechanical stimulus (GO:0071260)	2/48	0.023161145475269283	1.0	0	0	8.503401360544219	32.01768000248206	CNN2;FADD
GO_Biological_Process_2018	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	2/49	0.02407077124651168	1.0	0	0	8.329862557267807	31.0433734767552	RNASE6;RPL39
GO_Biological_Process_2018	ribosome biogenesis (GO:0042254)	4/226	0.0251474562306295	1.0	0	0	3.6120642947444463	13.303227493094205	RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	cellular response to hypoxia (GO:0071456)	3/132	0.027138007043404817	1.0	0	0	4.63821892393321	16.72922105620642	CREBBP;CARD16;PSMB9
GO_Biological_Process_2018	cytoplasmic translation (GO:0002181)	2/54	0.028832942410493157	1.0	0	0	7.558578987150415	26.804510293438412	RPS20;RPL39
GO_Biological_Process_2018	positive regulation of immune response (GO:0050778)	2/54	0.028832942410493157	1.0	0	0	7.558578987150415	26.804510293438412	SASH3;FADD
GO_Biological_Process_2018	regulation of fat cell proliferation (GO:0070344)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	TFDP1
GO_Biological_Process_2018	negative regulation of translation in response to stress (GO:0032055)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	RBM4
GO_Biological_Process_2018	negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	GSTP1
GO_Biological_Process_2018	negative regulation of acute inflammatory response (GO:0002674)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	GSTP1
GO_Biological_Process_2018	positive regulation of activin receptor signaling pathway (GO:0032927)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	SMAD2
GO_Biological_Process_2018	negative regulation of type I interferon-mediated signaling pathway (GO:0060339)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	CNOT7
GO_Biological_Process_2018	regulation of digestive system process (GO:0044058)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	SGK1
GO_Biological_Process_2018	nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070431)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	RIPK2
GO_Biological_Process_2018	regulation of biosynthetic process (GO:0009889)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	GSTP1
GO_Biological_Process_2018	monoubiquitinated protein deubiquitination (GO:0035520)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	USP7
GO_Biological_Process_2018	mitochondrial RNA processing (GO:0000963)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	FASTKD5
GO_Biological_Process_2018	cellular response to cold (GO:0070417)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	NFKBIA
GO_Biological_Process_2018	deadenylation-independent decapping of nuclear-transcribed mRNA (GO:0031087)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	DCP1A
GO_Biological_Process_2018	regulation of osteoclast development (GO:2001204)	1/6	0.029045597564923063	1.0	0	0	34.013605442176875	120.37035217643127	NOTCH2
GO_Biological_Process_2018	Notch signaling pathway (GO:0007219)	2/55	0.029827077157263293	1.0	0	0	7.421150278293135	26.06559308783861	NOTCH2;CREBBP
GO_Biological_Process_2018	neutrophil degranulation (GO:0043312)	6/479	0.03040710100676108	1.0	0	0	2.5563461292659033	8.929519267431669	CNN2;HSP90AA1;GSTP1;PTX3;PA2G4;CD47
GO_Biological_Process_2018	regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	2/56	0.03083474826355701	1.0	0	0	7.288629737609329	25.357966724168282	GSTP1;CARD16
GO_Biological_Process_2018	neutrophil activation involved in immune response (GO:0002283)	6/483	0.031483833353609984	1.0	0	0	2.535175560907593	8.767349706594151	CNN2;HSP90AA1;GSTP1;PTX3;PA2G4;CD47
GO_Biological_Process_2018	IRE1-mediated unfolded protein response (GO:0036498)	2/57	0.031855802144109935	1.0	0	0	7.16075904045829	24.67981197726749	PREB;SEC31A
GO_Biological_Process_2018	positive regulation of cell death (GO:0010942)	2/57	0.031855802144109935	1.0	0	0	7.16075904045829	24.67981197726749	RIPK2;FOS
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	6/485	0.03203146856257142	1.0	0	0	2.5247212286976652	8.687657816492584	NOTCH2;NFKBIA;RIPK2;GSTP1;CARD16;PA2G4
GO_Biological_Process_2018	inositol phosphate dephosphorylation (GO:0046855)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	SYNJ1
GO_Biological_Process_2018	protein localization to cytoplasmic stress granule (GO:1903608)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	DCP1A
GO_Biological_Process_2018	cellular lipid biosynthetic process (GO:0097384)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	FAR1
GO_Biological_Process_2018	granulocyte migration (GO:0097530)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	IRAK4
GO_Biological_Process_2018	regulation of monocyte chemotactic protein-1 production (GO:0071637)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	GSTP1
GO_Biological_Process_2018	positive regulation of histone H3-K9 methylation (GO:0051574)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	JARID2
GO_Biological_Process_2018	cytoplasmic sequestering of NF-kappaB (GO:0007253)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	NFKBIA
GO_Biological_Process_2018	death-inducing signaling complex assembly (GO:0071550)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	FADD
GO_Biological_Process_2018	activation of MAPKKK activity (GO:0000185)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	GADD45B
GO_Biological_Process_2018	positive regulation of type I interferon-mediated signaling pathway (GO:0060340)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	FADD
GO_Biological_Process_2018	outer mitochondrial membrane organization (GO:0007008)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	HSP90AA1
GO_Biological_Process_2018	phosphorylated carbohydrate dephosphorylation (GO:0046838)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	SYNJ1
GO_Biological_Process_2018	marginal zone B cell differentiation (GO:0002315)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	NOTCH2
GO_Biological_Process_2018	establishment of protein localization to peroxisome (GO:0072663)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	LONP2
GO_Biological_Process_2018	microglial cell activation (GO:0001774)	1/7	0.033804686617199584	1.0	0	0	29.15451895043732	98.75089879858903	AIF1
GO_Biological_Process_2018	neuron development (GO:0048666)	3/144	0.03386190805414877	1.0	0	0	4.2517006802721085	14.393981941286107	BLOC1S4;ZFYVE27;PQBP1
GO_Biological_Process_2018	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	2/59	0.033937449644033016	1.0	0	0	6.918021445866482	23.40530034641635	GSTP1;FADD
GO_Biological_Process_2018	cellular macromolecule biosynthetic process (GO:0034645)	5/367	0.03443461164252511	1.0	0	0	2.7804037146193634	9.366326719779392	MRPS33;RPS20;RPL23A;RPL39;RPS24
GO_Biological_Process_2018	response to reactive oxygen species (GO:0000302)	2/60	0.034997741819390166	1.0	0	0	6.802721088435375	22.805930197416238	GSTP1;FOS
GO_Biological_Process_2018	regulation of tumor necrosis factor production (GO:0032680)	2/61	0.036070813884309175	1.0	0	0	6.691201070592173	22.229984746057315	GSTP1;FADD
